Date,Station,count,Lat,Long
2021-06-08 06:00:00,Charleville Mall,9,53.35694847,-6.245350215
2021-06-08 06:00:00,Grove Road Totem,102,53.3296435,-6.2701778
2021-06-08 06:00:00,North Strand Rd N/B,13,53.35853,-6.24134
2021-06-08 06:00:00,North Strand Rd S/B,77,53.35846619,-6.241417032
2021-06-08 07:00:00,Charleville Mall,18,53.35694847,-6.245350215
2021-06-08 07:00:00,Grove Road Totem,222,53.3296435,-6.2701778
2021-06-08 07:00:00,North Strand Rd N/B,28,53.35853,-6.24134
2021-06-08 07:00:00,North Strand Rd S/B,109,53.35846619,-6.241417032
2021-06-08 08:00:00,Charleville Mall,29,53.35694847,-6.245350215
2021-06-08 08:00:00,Grove Road Totem,302,53.3296435,-6.2701778
2021-06-08 08:00:00,North Strand Rd N/B,38,53.35853,-6.24134
2021-06-08 08:00:00,North Strand Rd S/B,134,53.35846619,-6.241417032
2021-06-08 09:00:00,Charleville Mall,14,53.35694847,-6.245350215
2021-06-08 09:00:00,Grove Road Totem,150,53.3296435,-6.2701778
2021-06-08 09:00:00,North Strand Rd N/B,27,53.35853,-6.24134
2021-06-08 09:00:00,North Strand Rd S/B,91,53.35846619,-6.241417032
2021-06-08 10:00:00,Charleville Mall,14,53.35694847,-6.245350215
2021-06-08 10:00:00,Grove Road Totem,94,53.3296435,-6.2701778
2021-06-08 10:00:00,North Strand Rd N/B,21,53.35853,-6.24134
2021-06-08 10:00:00,North Strand Rd S/B,42,53.35846619,-6.241417032
2021-06-08 11:00:00,Charleville Mall,11,53.35694847,-6.245350215
2021-06-08 11:00:00,Grove Road Totem,82,53.3296435,-6.2701778
2021-06-08 11:00:00,North Strand Rd N/B,24,53.35853,-6.24134
2021-06-08 11:00:00,North Strand Rd S/B,36,53.35846619,-6.241417032
2021-06-08 12:00:00,Charleville Mall,8,53.35694847,-6.245350215
2021-06-08 12:00:00,Grove Road Totem,116,53.3296435,-6.2701778
2021-06-08 12:00:00,North Strand Rd N/B,19,53.35853,-6.24134
2021-06-08 12:00:00,North Strand Rd S/B,56,53.35846619,-6.241417032
2021-06-08 13:00:00,Charleville Mall,13,53.35694847,-6.245350215
2021-06-08 13:00:00,Grove Road Totem,130,53.3296435,-6.2701778
2021-06-08 13:00:00,North Strand Rd N/B,58,53.35853,-6.24134
2021-06-08 13:00:00,North Strand Rd S/B,74,53.35846619,-6.241417032
2021-06-08 14:00:00,Charleville Mall,14,53.35694847,-6.245350215
2021-06-08 14:00:00,Grove Road Totem,121,53.3296435,-6.2701778
2021-06-08 14:00:00,North Strand Rd N/B,62,53.35853,-6.24134
2021-06-08 14:00:00,North Strand Rd S/B,35,53.35846619,-6.241417032
2021-06-08 15:00:00,Charleville Mall,14,53.35694847,-6.245350215
2021-06-08 15:00:00,Grove Road Totem,150,53.3296435,-6.2701778
2021-06-08 15:00:00,North Strand Rd N/B,86,53.35853,-6.24134
2021-06-08 15:00:00,North Strand Rd S/B,36,53.35846619,-6.241417032
2021-06-08 16:00:00,Charleville Mall,18,53.35694847,-6.245350215
2021-06-08 16:00:00,Grove Road Totem,197,53.3296435,-6.2701778
2021-06-08 16:00:00,North Strand Rd N/B,158,53.35853,-6.24134
2021-06-08 16:00:00,North Strand Rd S/B,42,53.35846619,-6.241417032
2021-06-08 17:00:00,Charleville Mall,24,53.35694847,-6.245350215
2021-06-08 17:00:00,Grove Road Totem,307,53.3296435,-6.2701778
2021-06-08 17:00:00,North Strand Rd N/B,192,53.35853,-6.24134
2021-06-08 17:00:00,North Strand Rd S/B,63,53.35846619,-6.241417032
2021-06-08 18:00:00,Charleville Mall,25,53.35694847,-6.245350215
2021-06-08 18:00:00,Grove Road Totem,262,53.3296435,-6.2701778
2021-06-08 18:00:00,North Strand Rd N/B,161,53.35853,-6.24134
2021-06-08 18:00:00,North Strand Rd S/B,46,53.35846619,-6.241417032
2021-06-08 19:00:00,Charleville Mall,21,53.35694847,-6.245350215
2021-06-08 19:00:00,Grove Road Totem,172,53.3296435,-6.2701778
2021-06-08 19:00:00,North Strand Rd N/B,111,53.35853,-6.24134
2021-06-08 19:00:00,North Strand Rd S/B,55,53.35846619,-6.241417032
2021-06-08 20:00:00,Charleville Mall,13,53.35694847,-6.245350215
2021-06-08 20:00:00,Grove Road Totem,133,53.3296435,-6.2701778
2021-06-08 20:00:00,North Strand Rd N/B,69,53.35853,-6.24134
2021-06-08 20:00:00,North Strand Rd S/B,55,53.35846619,-6.241417032
2021-06-08 21:00:00,Charleville Mall,18,53.35694847,-6.245350215
2021-06-08 21:00:00,Grove Road Totem,96,53.3296435,-6.2701778
2021-06-08 21:00:00,North Strand Rd N/B,55,53.35853,-6.24134
2021-06-08 21:00:00,North Strand Rd S/B,38,53.35846619,-6.241417032
2021-06-08 22:00:00,Charleville Mall,9,53.35694847,-6.245350215
2021-06-08 22:00:00,Grove Road Totem,66,53.3296435,-6.2701778
2021-06-08 22:00:00,North Strand Rd N/B,41,53.35853,-6.24134
2021-06-08 22:00:00,North Strand Rd S/B,13,53.35846619,-6.241417032
2021-06-08 23:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-08 23:00:00,Grove Road Totem,52,53.3296435,-6.2701778
2021-06-08 23:00:00,North Strand Rd N/B,27,53.35853,-6.24134
2021-06-08 23:00:00,North Strand Rd S/B,6,53.35846619,-6.241417032
2021-06-09 00:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-09 00:00:00,Grove Road Totem,13,53.3296435,-6.2701778
2021-06-09 00:00:00,North Strand Rd N/B,5,53.35853,-6.24134
2021-06-09 00:00:00,North Strand Rd S/B,5,53.35846619,-6.241417032
2021-06-09 01:00:00,Charleville Mall,2,53.35694847,-6.245350215
2021-06-09 01:00:00,Grove Road Totem,3,53.3296435,-6.2701778
2021-06-09 01:00:00,North Strand Rd N/B,5,53.35853,-6.24134
2021-06-09 01:00:00,North Strand Rd S/B,2,53.35846619,-6.241417032
2021-06-09 02:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-09 02:00:00,Grove Road Totem,4,53.3296435,-6.2701778
2021-06-09 02:00:00,North Strand Rd N/B,1,53.35853,-6.24134
2021-06-09 02:00:00,North Strand Rd S/B,1,53.35846619,-6.241417032
2021-06-09 03:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-09 03:00:00,Grove Road Totem,7,53.3296435,-6.2701778
2021-06-09 03:00:00,North Strand Rd N/B,1,53.35853,-6.24134
2021-06-09 03:00:00,North Strand Rd S/B,1,53.35846619,-6.241417032
2021-06-09 04:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-09 04:00:00,Grove Road Totem,11,53.3296435,-6.2701778
2021-06-09 04:00:00,North Strand Rd N/B,3,53.35853,-6.24134
2021-06-09 04:00:00,North Strand Rd S/B,6,53.35846619,-6.241417032
2021-06-09 05:00:00,Charleville Mall,3,53.35694847,-6.245350215
2021-06-09 05:00:00,Grove Road Totem,31,53.3296435,-6.2701778
2021-06-09 05:00:00,North Strand Rd N/B,4,53.35853,-6.24134
2021-06-09 05:00:00,North Strand Rd S/B,17,53.35846619,-6.241417032
2021-06-09 06:00:00,Charleville Mall,12,53.35694847,-6.245350215
2021-06-09 06:00:00,Grove Road Totem,99,53.3296435,-6.2701778
2021-06-09 06:00:00,North Strand Rd N/B,13,53.35853,-6.24134
2021-06-09 06:00:00,North Strand Rd S/B,88,53.35846619,-6.241417032
2021-06-09 07:00:00,Charleville Mall,27,53.35694847,-6.245350215
2021-06-09 07:00:00,Grove Road Totem,240,53.3296435,-6.2701778
2021-06-09 07:00:00,North Strand Rd N/B,32,53.35853,-6.24134
2021-06-09 07:00:00,North Strand Rd S/B,121,53.35846619,-6.241417032
2021-06-09 08:00:00,Charleville Mall,29,53.35694847,-6.245350215
2021-06-09 08:00:00,Grove Road Totem,285,53.3296435,-6.2701778
2021-06-09 08:00:00,North Strand Rd N/B,47,53.35853,-6.24134
2021-06-09 08:00:00,North Strand Rd S/B,152,53.35846619,-6.241417032
2021-06-09 09:00:00,Charleville Mall,10,53.35694847,-6.245350215
2021-06-09 09:00:00,Grove Road Totem,165,53.3296435,-6.2701778
2021-06-09 09:00:00,North Strand Rd N/B,25,53.35853,-6.24134
2021-06-09 09:00:00,North Strand Rd S/B,78,53.35846619,-6.241417032
2021-06-09 10:00:00,Charleville Mall,12,53.35694847,-6.245350215
2021-06-09 10:00:00,Grove Road Totem,76,53.3296435,-6.2701778
2021-06-09 10:00:00,North Strand Rd N/B,24,53.35853,-6.24134
2021-06-09 10:00:00,North Strand Rd S/B,42,53.35846619,-6.241417032
2021-06-09 11:00:00,Charleville Mall,10,53.35694847,-6.245350215
2021-06-09 11:00:00,Grove Road Totem,86,53.3296435,-6.2701778
2021-06-09 11:00:00,North Strand Rd N/B,28,53.35853,-6.24134
2021-06-09 11:00:00,North Strand Rd S/B,49,53.35846619,-6.241417032
2021-06-09 12:00:00,Charleville Mall,11,53.35694847,-6.245350215
2021-06-09 12:00:00,Grove Road Totem,124,53.3296435,-6.2701778
2021-06-09 12:00:00,North Strand Rd N/B,56,53.35853,-6.24134
2021-06-09 12:00:00,North Strand Rd S/B,64,53.35846619,-6.241417032
2021-06-09 13:00:00,Charleville Mall,20,53.35694847,-6.245350215
2021-06-09 13:00:00,Grove Road Totem,166,53.3296435,-6.2701778
2021-06-09 13:00:00,North Strand Rd N/B,62,53.35853,-6.24134
2021-06-09 13:00:00,North Strand Rd S/B,62,53.35846619,-6.241417032
2021-06-09 14:00:00,Charleville Mall,23,53.35694847,-6.245350215
2021-06-09 14:00:00,Grove Road Totem,144,53.3296435,-6.2701778
2021-06-09 14:00:00,North Strand Rd N/B,70,53.35853,-6.24134
2021-06-09 14:00:00,North Strand Rd S/B,47,53.35846619,-6.241417032
2021-06-09 15:00:00,Charleville Mall,17,53.35694847,-6.245350215
2021-06-09 15:00:00,Grove Road Totem,135,53.3296435,-6.2701778
2021-06-09 15:00:00,North Strand Rd N/B,78,53.35853,-6.24134
2021-06-09 15:00:00,North Strand Rd S/B,51,53.35846619,-6.241417032
2021-06-09 16:00:00,Charleville Mall,26,53.35694847,-6.245350215
2021-06-09 16:00:00,Grove Road Totem,211,53.3296435,-6.2701778
2021-06-09 16:00:00,North Strand Rd N/B,155,53.35853,-6.24134
2021-06-09 16:00:00,North Strand Rd S/B,48,53.35846619,-6.241417032
2021-06-09 17:00:00,Charleville Mall,30,53.35694847,-6.245350215
2021-06-09 17:00:00,Grove Road Totem,325,53.3296435,-6.2701778
2021-06-09 17:00:00,North Strand Rd N/B,174,53.35853,-6.24134
2021-06-09 17:00:00,North Strand Rd S/B,63,53.35846619,-6.241417032
2021-06-09 18:00:00,Charleville Mall,34,53.35694847,-6.245350215
2021-06-09 18:00:00,Grove Road Totem,322,53.3296435,-6.2701778
2021-06-09 18:00:00,North Strand Rd N/B,138,53.35853,-6.24134
2021-06-09 18:00:00,North Strand Rd S/B,78,53.35846619,-6.241417032
2021-06-09 19:00:00,Charleville Mall,17,53.35694847,-6.245350215
2021-06-09 19:00:00,Grove Road Totem,205,53.3296435,-6.2701778
2021-06-09 19:00:00,North Strand Rd N/B,111,53.35853,-6.24134
2021-06-09 19:00:00,North Strand Rd S/B,58,53.35846619,-6.241417032
2021-06-09 20:00:00,Charleville Mall,19,53.35694847,-6.245350215
2021-06-09 20:00:00,Grove Road Totem,181,53.3296435,-6.2701778
2021-06-09 20:00:00,North Strand Rd N/B,78,53.35853,-6.24134
2021-06-09 20:00:00,North Strand Rd S/B,53,53.35846619,-6.241417032
2021-06-09 21:00:00,Charleville Mall,14,53.35694847,-6.245350215
2021-06-09 21:00:00,Grove Road Totem,109,53.3296435,-6.2701778
2021-06-09 21:00:00,North Strand Rd N/B,59,53.35853,-6.24134
2021-06-09 21:00:00,North Strand Rd S/B,51,53.35846619,-6.241417032
2021-06-09 22:00:00,Charleville Mall,16,53.35694847,-6.245350215
2021-06-09 22:00:00,Grove Road Totem,76,53.3296435,-6.2701778
2021-06-09 22:00:00,North Strand Rd N/B,51,53.35853,-6.24134
2021-06-09 22:00:00,North Strand Rd S/B,23,53.35846619,-6.241417032
2021-06-09 23:00:00,Charleville Mall,3,53.35694847,-6.245350215
2021-06-09 23:00:00,Grove Road Totem,51,53.3296435,-6.2701778
2021-06-09 23:00:00,North Strand Rd N/B,32,53.35853,-6.24134
2021-06-09 23:00:00,North Strand Rd S/B,12,53.35846619,-6.241417032
2021-06-10 00:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-10 00:00:00,Grove Road Totem,25,53.3296435,-6.2701778
2021-06-10 00:00:00,North Strand Rd N/B,8,53.35853,-6.24134
2021-06-10 00:00:00,North Strand Rd S/B,3,53.35846619,-6.241417032
2021-06-10 01:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-10 01:00:00,Grove Road Totem,9,53.3296435,-6.2701778
2021-06-10 01:00:00,North Strand Rd N/B,13,53.35853,-6.24134
2021-06-10 01:00:00,North Strand Rd S/B,4,53.35846619,-6.241417032
2021-06-10 02:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-10 02:00:00,Grove Road Totem,2,53.3296435,-6.2701778
2021-06-10 02:00:00,North Strand Rd N/B,1,53.35853,-6.24134
2021-06-10 02:00:00,North Strand Rd S/B,3,53.35846619,-6.241417032
2021-06-10 03:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-10 03:00:00,Grove Road Totem,8,53.3296435,-6.2701778
2021-06-10 03:00:00,North Strand Rd N/B,0,53.35853,-6.24134
2021-06-10 03:00:00,North Strand Rd S/B,0,53.35846619,-6.241417032
2021-06-10 04:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-10 04:00:00,Grove Road Totem,5,53.3296435,-6.2701778
2021-06-10 04:00:00,North Strand Rd N/B,1,53.35853,-6.24134
2021-06-10 04:00:00,North Strand Rd S/B,8,53.35846619,-6.241417032
2021-06-10 05:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-10 05:00:00,Grove Road Totem,27,53.3296435,-6.2701778
2021-06-10 05:00:00,North Strand Rd N/B,6,53.35853,-6.24134
2021-06-10 05:00:00,North Strand Rd S/B,16,53.35846619,-6.241417032
2021-06-10 06:00:00,Charleville Mall,11,53.35694847,-6.245350215
2021-06-10 06:00:00,Grove Road Totem,117,53.3296435,-6.2701778
2021-06-10 06:00:00,North Strand Rd N/B,14,53.35853,-6.24134
2021-06-10 06:00:00,North Strand Rd S/B,81,53.35846619,-6.241417032
2021-06-10 07:00:00,Charleville Mall,27,53.35694847,-6.245350215
2021-06-10 07:00:00,Grove Road Totem,246,53.3296435,-6.2701778
2021-06-10 07:00:00,North Strand Rd N/B,42,53.35853,-6.24134
2021-06-10 07:00:00,North Strand Rd S/B,133,53.35846619,-6.241417032
2021-06-10 08:00:00,Charleville Mall,32,53.35694847,-6.245350215
2021-06-10 08:00:00,Grove Road Totem,289,53.3296435,-6.2701778
2021-06-10 08:00:00,North Strand Rd N/B,48,53.35853,-6.24134
2021-06-10 08:00:00,North Strand Rd S/B,205,53.35846619,-6.241417032
2021-06-10 09:00:00,Charleville Mall,28,53.35694847,-6.245350215
2021-06-10 09:00:00,Grove Road Totem,165,53.3296435,-6.2701778
2021-06-10 09:00:00,North Strand Rd N/B,27,53.35853,-6.24134
2021-06-10 09:00:00,North Strand Rd S/B,92,53.35846619,-6.241417032
2021-06-10 10:00:00,Charleville Mall,23,53.35694847,-6.245350215
2021-06-10 10:00:00,Grove Road Totem,127,53.3296435,-6.2701778
2021-06-10 10:00:00,North Strand Rd N/B,25,53.35853,-6.24134
2021-06-10 10:00:00,North Strand Rd S/B,41,53.35846619,-6.241417032
2021-06-10 11:00:00,Charleville Mall,18,53.35694847,-6.245350215
2021-06-10 11:00:00,Grove Road Totem,117,53.3296435,-6.2701778
2021-06-10 11:00:00,North Strand Rd N/B,25,53.35853,-6.24134
2021-06-10 11:00:00,North Strand Rd S/B,35,53.35846619,-6.241417032
2021-06-10 12:00:00,Charleville Mall,12,53.35694847,-6.245350215
2021-06-10 12:00:00,Grove Road Totem,151,53.3296435,-6.2701778
2021-06-10 12:00:00,North Strand Rd N/B,61,53.35853,-6.24134
2021-06-10 12:00:00,North Strand Rd S/B,65,53.35846619,-6.241417032
2021-06-10 13:00:00,Charleville Mall,18,53.35694847,-6.245350215
2021-06-10 13:00:00,Grove Road Totem,168,53.3296435,-6.2701778
2021-06-10 13:00:00,North Strand Rd N/B,81,53.35853,-6.24134
2021-06-10 13:00:00,North Strand Rd S/B,67,53.35846619,-6.241417032
2021-06-10 14:00:00,Charleville Mall,21,53.35694847,-6.245350215
2021-06-10 14:00:00,Grove Road Totem,156,53.3296435,-6.2701778
2021-06-10 14:00:00,North Strand Rd N/B,82,53.35853,-6.24134
2021-06-10 14:00:00,North Strand Rd S/B,48,53.35846619,-6.241417032
2021-06-10 15:00:00,Charleville Mall,16,53.35694847,-6.245350215
2021-06-10 15:00:00,Grove Road Totem,156,53.3296435,-6.2701778
2021-06-10 15:00:00,North Strand Rd N/B,98,53.35853,-6.24134
2021-06-10 15:00:00,North Strand Rd S/B,44,53.35846619,-6.241417032
2021-06-10 16:00:00,Charleville Mall,26,53.35694847,-6.245350215
2021-06-10 16:00:00,Grove Road Totem,206,53.3296435,-6.2701778
2021-06-10 16:00:00,North Strand Rd N/B,132,53.35853,-6.24134
2021-06-10 16:00:00,North Strand Rd S/B,64,53.35846619,-6.241417032
2021-06-10 17:00:00,Charleville Mall,43,53.35694847,-6.245350215
2021-06-10 17:00:00,Grove Road Totem,303,53.3296435,-6.2701778
2021-06-10 17:00:00,North Strand Rd N/B,203,53.35853,-6.24134
2021-06-10 17:00:00,North Strand Rd S/B,87,53.35846619,-6.241417032
2021-06-10 18:00:00,Charleville Mall,31,53.35694847,-6.245350215
2021-06-10 18:00:00,Grove Road Totem,305,53.3296435,-6.2701778
2021-06-10 18:00:00,North Strand Rd N/B,183,53.35853,-6.24134
2021-06-10 18:00:00,North Strand Rd S/B,101,53.35846619,-6.241417032
2021-06-10 19:00:00,Charleville Mall,29,53.35694847,-6.245350215
2021-06-10 19:00:00,Grove Road Totem,211,53.3296435,-6.2701778
2021-06-10 19:00:00,North Strand Rd N/B,121,53.35853,-6.24134
2021-06-10 19:00:00,North Strand Rd S/B,70,53.35846619,-6.241417032
2021-06-10 20:00:00,Charleville Mall,19,53.35694847,-6.245350215
2021-06-10 20:00:00,Grove Road Totem,175,53.3296435,-6.2701778
2021-06-10 20:00:00,North Strand Rd N/B,71,53.35853,-6.24134
2021-06-10 20:00:00,North Strand Rd S/B,44,53.35846619,-6.241417032
2021-06-10 21:00:00,Charleville Mall,10,53.35694847,-6.245350215
2021-06-10 21:00:00,Grove Road Totem,134,53.3296435,-6.2701778
2021-06-10 21:00:00,North Strand Rd N/B,59,53.35853,-6.24134
2021-06-10 21:00:00,North Strand Rd S/B,56,53.35846619,-6.241417032
2021-06-10 22:00:00,Charleville Mall,7,53.35694847,-6.245350215
2021-06-10 22:00:00,Grove Road Totem,84,53.3296435,-6.2701778
2021-06-10 22:00:00,North Strand Rd N/B,45,53.35853,-6.24134
2021-06-10 22:00:00,North Strand Rd S/B,17,53.35846619,-6.241417032
2021-06-10 23:00:00,Charleville Mall,4,53.35694847,-6.245350215
2021-06-10 23:00:00,Grove Road Totem,61,53.3296435,-6.2701778
2021-06-10 23:00:00,North Strand Rd N/B,47,53.35853,-6.24134
2021-06-10 23:00:00,North Strand Rd S/B,10,53.35846619,-6.241417032
2021-06-11 00:00:00,Charleville Mall,2,53.35694847,-6.245350215
2021-06-11 00:00:00,Grove Road Totem,37,53.3296435,-6.2701778
2021-06-11 00:00:00,North Strand Rd N/B,15,53.35853,-6.24134
2021-06-11 00:00:00,North Strand Rd S/B,4,53.35846619,-6.241417032
2021-06-11 01:00:00,Charleville Mall,2,53.35694847,-6.245350215
2021-06-11 01:00:00,Grove Road Totem,14,53.3296435,-6.2701778
2021-06-11 01:00:00,North Strand Rd N/B,9,53.35853,-6.24134
2021-06-11 01:00:00,North Strand Rd S/B,0,53.35846619,-6.241417032
2021-06-11 02:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-11 02:00:00,Grove Road Totem,9,53.3296435,-6.2701778
2021-06-11 02:00:00,North Strand Rd N/B,2,53.35853,-6.24134
2021-06-11 02:00:00,North Strand Rd S/B,2,53.35846619,-6.241417032
2021-06-11 03:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-11 03:00:00,Grove Road Totem,5,53.3296435,-6.2701778
2021-06-11 03:00:00,North Strand Rd N/B,0,53.35853,-6.24134
2021-06-11 03:00:00,North Strand Rd S/B,2,53.35846619,-6.241417032
2021-06-11 04:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-11 04:00:00,Grove Road Totem,6,53.3296435,-6.2701778
2021-06-11 04:00:00,North Strand Rd N/B,3,53.35853,-6.24134
2021-06-11 04:00:00,North Strand Rd S/B,4,53.35846619,-6.241417032
2021-06-11 05:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-11 05:00:00,Grove Road Totem,29,53.3296435,-6.2701778
2021-06-11 05:00:00,North Strand Rd N/B,6,53.35853,-6.24134
2021-06-11 05:00:00,North Strand Rd S/B,13,53.35846619,-6.241417032
2021-06-11 06:00:00,Charleville Mall,13,53.35694847,-6.245350215
2021-06-11 06:00:00,Grove Road Totem,98,53.3296435,-6.2701778
2021-06-11 06:00:00,North Strand Rd N/B,15,53.35853,-6.24134
2021-06-11 06:00:00,North Strand Rd S/B,67,53.35846619,-6.241417032
2021-06-11 07:00:00,Charleville Mall,17,53.35694847,-6.245350215
2021-06-11 07:00:00,Grove Road Totem,198,53.3296435,-6.2701778
2021-06-11 07:00:00,North Strand Rd N/B,35,53.35853,-6.24134
2021-06-11 07:00:00,North Strand Rd S/B,106,53.35846619,-6.241417032
2021-06-11 08:00:00,Charleville Mall,42,53.35694847,-6.245350215
2021-06-11 08:00:00,Grove Road Totem,262,53.3296435,-6.2701778
2021-06-11 08:00:00,North Strand Rd N/B,43,53.35853,-6.24134
2021-06-11 08:00:00,North Strand Rd S/B,168,53.35846619,-6.241417032
2021-06-11 09:00:00,Charleville Mall,29,53.35694847,-6.245350215
2021-06-11 09:00:00,Grove Road Totem,162,53.3296435,-6.2701778
2021-06-11 09:00:00,North Strand Rd N/B,35,53.35853,-6.24134
2021-06-11 09:00:00,North Strand Rd S/B,95,53.35846619,-6.241417032
2021-06-11 10:00:00,Charleville Mall,15,53.35694847,-6.245350215
2021-06-11 10:00:00,Grove Road Totem,106,53.3296435,-6.2701778
2021-06-11 10:00:00,North Strand Rd N/B,20,53.35853,-6.24134
2021-06-11 10:00:00,North Strand Rd S/B,54,53.35846619,-6.241417032
2021-06-11 11:00:00,Charleville Mall,14,53.35694847,-6.245350215
2021-06-11 11:00:00,Grove Road Totem,118,53.3296435,-6.2701778
2021-06-11 11:00:00,North Strand Rd N/B,49,53.35853,-6.24134
2021-06-11 11:00:00,North Strand Rd S/B,51,53.35846619,-6.241417032
2021-06-11 12:00:00,Charleville Mall,12,53.35694847,-6.245350215
2021-06-11 12:00:00,Grove Road Totem,129,53.3296435,-6.2701778
2021-06-11 12:00:00,North Strand Rd N/B,72,53.35853,-6.24134
2021-06-11 12:00:00,North Strand Rd S/B,69,53.35846619,-6.241417032
2021-06-11 13:00:00,Charleville Mall,13,53.35694847,-6.245350215
2021-06-11 13:00:00,Grove Road Totem,152,53.3296435,-6.2701778
2021-06-11 13:00:00,North Strand Rd N/B,85,53.35853,-6.24134
2021-06-11 13:00:00,North Strand Rd S/B,55,53.35846619,-6.241417032
2021-06-11 14:00:00,Charleville Mall,23,53.35694847,-6.245350215
2021-06-11 14:00:00,Grove Road Totem,178,53.3296435,-6.2701778
2021-06-11 14:00:00,North Strand Rd N/B,73,53.35853,-6.24134
2021-06-11 14:00:00,North Strand Rd S/B,43,53.35846619,-6.241417032
2021-06-11 15:00:00,Charleville Mall,20,53.35694847,-6.245350215
2021-06-11 15:00:00,Grove Road Totem,160,53.3296435,-6.2701778
2021-06-11 15:00:00,North Strand Rd N/B,86,53.35853,-6.24134
2021-06-11 15:00:00,North Strand Rd S/B,62,53.35846619,-6.241417032
2021-06-11 16:00:00,Charleville Mall,17,53.35694847,-6.245350215
2021-06-11 16:00:00,Grove Road Totem,211,53.3296435,-6.2701778
2021-06-11 16:00:00,North Strand Rd N/B,149,53.35853,-6.24134
2021-06-11 16:00:00,North Strand Rd S/B,72,53.35846619,-6.241417032
2021-06-11 17:00:00,Charleville Mall,33,53.35694847,-6.245350215
2021-06-11 17:00:00,Grove Road Totem,273,53.3296435,-6.2701778
2021-06-11 17:00:00,North Strand Rd N/B,162,53.35853,-6.24134
2021-06-11 17:00:00,North Strand Rd S/B,90,53.35846619,-6.241417032
2021-06-11 18:00:00,Charleville Mall,19,53.35694847,-6.245350215
2021-06-11 18:00:00,Grove Road Totem,282,53.3296435,-6.2701778
2021-06-11 18:00:00,North Strand Rd N/B,127,53.35853,-6.24134
2021-06-11 18:00:00,North Strand Rd S/B,85,53.35846619,-6.241417032
2021-06-11 19:00:00,Charleville Mall,23,53.35694847,-6.245350215
2021-06-11 19:00:00,Grove Road Totem,217,53.3296435,-6.2701778
2021-06-11 19:00:00,North Strand Rd N/B,101,53.35853,-6.24134
2021-06-11 19:00:00,North Strand Rd S/B,68,53.35846619,-6.241417032
2021-06-11 20:00:00,Charleville Mall,17,53.35694847,-6.245350215
2021-06-11 20:00:00,Grove Road Totem,158,53.3296435,-6.2701778
2021-06-11 20:00:00,North Strand Rd N/B,79,53.35853,-6.24134
2021-06-11 20:00:00,North Strand Rd S/B,63,53.35846619,-6.241417032
2021-06-11 21:00:00,Charleville Mall,16,53.35694847,-6.245350215
2021-06-11 21:00:00,Grove Road Totem,113,53.3296435,-6.2701778
2021-06-11 21:00:00,North Strand Rd N/B,66,53.35853,-6.24134
2021-06-11 21:00:00,North Strand Rd S/B,49,53.35846619,-6.241417032
2021-06-11 22:00:00,Charleville Mall,6,53.35694847,-6.245350215
2021-06-11 22:00:00,Grove Road Totem,92,53.3296435,-6.2701778
2021-06-11 22:00:00,North Strand Rd N/B,48,53.35853,-6.24134
2021-06-11 22:00:00,North Strand Rd S/B,21,53.35846619,-6.241417032
2021-06-11 23:00:00,Charleville Mall,3,53.35694847,-6.245350215
2021-06-11 23:00:00,Grove Road Totem,75,53.3296435,-6.2701778
2021-06-11 23:00:00,North Strand Rd N/B,51,53.35853,-6.24134
2021-06-11 23:00:00,North Strand Rd S/B,20,53.35846619,-6.241417032
2021-06-12 00:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-12 00:00:00,Grove Road Totem,48,53.3296435,-6.2701778
2021-06-12 00:00:00,North Strand Rd N/B,35,53.35853,-6.24134
2021-06-12 00:00:00,North Strand Rd S/B,6,53.35846619,-6.241417032
2021-06-12 01:00:00,Charleville Mall,3,53.35694847,-6.245350215
2021-06-12 01:00:00,Grove Road Totem,24,53.3296435,-6.2701778
2021-06-12 01:00:00,North Strand Rd N/B,15,53.35853,-6.24134
2021-06-12 01:00:00,North Strand Rd S/B,10,53.35846619,-6.241417032
2021-06-12 02:00:00,Charleville Mall,1,53.35694847,-6.245350215
2021-06-12 02:00:00,Grove Road Totem,13,53.3296435,-6.2701778
2021-06-12 02:00:00,North Strand Rd N/B,14,53.35853,-6.24134
2021-06-12 02:00:00,North Strand Rd S/B,4,53.35846619,-6.241417032
2021-06-12 03:00:00,Charleville Mall,0,53.35694847,-6.245350215
2021-06-12 03:00:00,Grove Road Totem,17,53.3296435,-6.2701778
2021-06-12 03:00:00,North Strand Rd N/B,4,53.35853,-6.24134
