id,lat,long
16663,53.322348,-6.279313
16664,53.32692,-6.27762
16665,53.318333,-6.279215
16666,53.3116171,-6.282882798
16667,53.31463819,-6.28225646
16668,53.31259988,-6.282562232
16669,53.31178992,-6.274786424
16726,53.37063225,-6.20723214
16729,53.36699781,-6.201460026
16730,53.36410732,-6.195379458
16731,53.35949479,-6.198480343
16732,53.362984,-6.219412
16734,53.377608,-6.247111
16735,53.36978689,-6.230984777
16736,53.37053584,-6.238741726
16737,53.36324581,-6.243750751
16738,53.36355032,-6.257958077
16739,53.35690744,-6.232080124
16740,53.35655986,-6.232144665
16791,0,0
16794,53.348315,-6.281939
16795,53.350589,-6.281845
16796,53.351123,-6.282792
16797,53.351248,-6.282715
16798,53.351679,-6.283115
16799,53.353241,-6.285316
16800,53.356057,-6.287797
16801,53.348318,-6.295096
16802,53.3483363,-6.296359515
16803,53.34814851,-6.294488716
16804,53.34811787,-6.29400661
16805,53.34808447,-6.293262946
16859,53.38988895,-6.271857452
16893,53.34564,-6.27363
16894,53.345596,-6.27217
16895,53.345657,-6.271427
16896,53.345813,-6.270047
16897,0,0
16898,53.33803972,-6.277541136
16901,53.33209078,-6.264627683
16902,53.320666,-6.212954
16903,53.32361508,-6.265687156
16904,53.309898,-6.283592
16905,53.3109248,-6.28311615
16911,53.32833451,-6.232081759
16912,0,0
16913,53.35704651,-6.258800458
16914,53.3560659,-6.256528711
16915,53.35589416,-6.257318663
16916,53.35573888,-6.257514465
16917,53.327616,-6.235001
16918,53.34775303,-6.235402334
16919,53.34330854,-6.28163358
16920,53.34354817,-6.281370032
16921,53.3434649,-6.283952999
16922,53.34371836,-6.284922576
16923,53.34336857,-6.288452279
16924,53.34359666,-6.288007116
16925,53.34360717,-6.287414264
16926,53.34359666,-6.286270386
16927,53.34321509,-6.273218799
16928,53.34953509,-6.278929221
16930,53.34998236,-6.27449488
16931,53.350036,-6.268988305
16932,53.35598266,-6.265079593
16933,53.351456,-6.26992
16934,53.354628,-6.266351
16935,53.347636,-6.279034
16938,53.340738,-6.320072
16939,53.339821,-6.320891
16940,53.339267,-6.321478
16941,53.331594,-6.292
16942,53.33043819,-6.265433645
16943,53.3471066,-6.291590547
16944,0,0
16945,53.36274963,-6.25254035
16946,53.35961644,-6.195900058
16947,53.35905939,-6.195985889
16948,53.35923637,-6.19638009
16949,53.33250218,-6.256142389
16956,53.32830247,-6.230625319
16957,53.34805084,-6.275061476
16958,53.36055435,-6.270027682
16959,53.35525382,-6.246168721
16964,53.360752,-6.182304
16965,53.369817,-6.148736
16968,53.3420987,-6.308110189
16969,53.362345,-6.237273
16970,53.36200134,-6.237594411
16971,53.33792121,-6.277004695
16972,53.3520709,-6.263188552
16981,53.330496,-6.264248
16985,53.36338228,-6.303985119
25723,0,0
25724,53.356,-6.26131
25725,53.35592,-6.26083
25726,53.34847,-6.26849
25727,53.34994,-6.25132
25728,53.36236,-6.25905
25729,53.34917,-6.2707
25730,53.34022,-6.27425
25731,53.34044,-6.27799
25732,53.34111,-6.2786
25733,53.34157,-6.28426
25734,53.34128,-6.28373
25735,53.33326,-6.24967
25736,53.35813,-6.26913
25737,53.35816,-6.26901
25738,53.36954,-6.277403
25744,53.39430061,-6.394755053
25746,53.38943652,-6.390691507
25747,53.39041911,-6.388772344
25748,53.39111331,-6.387168383
25758,53.39512155,-6.389217591
25759,53.3933366,-6.389346337
25760,53.39184589,-6.389298057
25761,53.39057996,-6.393812131
25763,0,0
25766,53.381471,-6.175824
25767,53.380507,-6.175408
25768,53.380282,-6.177056
25770,53.33542,-6.266358
25771,53.350984,-6.24994
25772,53.341054,-6.272438
25773,53.359474,-6.287127
25774,53.39571,-6.439736
25775,53.395861,-6.439726
25776,53.395944,-6.439864
25778,53.345769,-6.245879
25779,53.34574,-6.245109
25780,53.362629,-6.27307
25781,53.369978,-6.259149
25782,53.344134,-6.277427
25783,53.344093,-6.27758
25784,53.349027,-6.229835
25785,53.348836,-6.229851
25786,53.348578,-6.229901
25787,53.348143,-6.229777
25788,53.348128,-6.229936
25789,53.347571,-6.229883
25790,53.347022,-6.230156
25791,53.347022,-6.230156
25792,53.347328,-6.234579
25793,53.326628,-6.257917
25794,53.313862,-6.246765
25795,53.316361,-6.253863
25796,53.316322,-6.253222
25797,53.321166,-6.256285
25798,53.332746,-6.215813
25799,53.335041,-6.226663
25800,53.335041,-6.226663
28623,53.337407,-6.261284
28626,53.390997,-6.392557
28627,53.386879,-6.377293
28628,53.335313,-6.246137
28631,53.34408,-6.257226
28633,53.316934,-6.215236
28635,53.33170226,-6.278838015
28636,53.331513,-6.279688
28638,53.342664,-6.252399
28641,53.277563,-6.204825
28643,53.33633575,-6.287288155
28644,53.366488,-6.319023
28646,53.279354,-6.245165
28647,53.274973,-6.253578
28648,53.31625417,-6.237834322
28649,53.31616533,-6.237575139
28650,53.31906459,-6.21341729
28653,53.336151,-6.256104
28654,53.343865,-6.26511
28655,53.343932,-6.26682
28656,53.344037,-6.266874
28657,53.347657,-6.278784
28658,53.347819,-6.279025
28659,53.311975,-6.261119
28660,53.340479,-6.294153
28661,53.348751,-6.237228
28662,53.346659,-6.247287
28663,53.359129,-6.24067
28664,53.318517,-6.213902
28665,53.32352468,-6.295442656
28666,53.382486,-6.276406
28667,53.384284,-6.281764
28668,53.36185925,-6.216671797
98670,53.357343,-6.263846
98671,53.307743,-6.236784
98676,53.305214,-6.236036
98679,53.335832,-6.256216
98680,53.355642,-6.264692
98681,53.355275,-6.264263
98684,53.339423,-6.320007
98685,53.349883,-6.254237
98686,53.335993,-6.297875
98687,53.336015,-6.29801
98688,53.3362,-6.298993
98689,53.34593,-6.29322
98690,53.339914,-6.273857
98692,53.309258,-6.28346
98693,53.310333,-6.282051
98694,53.313467,-6.282825
98698,53.319401,-6.292128
111989,53.346885,-6.278918
112909,53.340955,-6.27473
112910,53.339919,-6.294631
112911,53.341441,-6.281367
112912,53.342514,-6.279115
112914,53.367368,-6.27125
112915,53.36149,-6.298473
112916,53.376295,-6.27195
113032,53.371155,-6.253276
113033,53.3372,-6.276762
348731,53.338068,-6.28165
348732,53.347824,-6.271848
348734,53.337646,-6.251678
348735,0,0
362169,53.452231,-6.153716
362170,53.449916,-6.157127
362171,53.450461,-6.155803
362224,53.369878,-6.34905
362225,53.373023,-6.362623
362226,53.377482,-6.391489
362227,53.391886,-6.115963
362228,53.388818,-6.074109
362229,53.388442,-6.06373
362230,53.418045,-6.150274
362231,53.459659,-6.218877
362232,53.320304,-6.286384
362233,53.330468,-6.264468
362234,53.387136,-6.441952
362235,53.383034,-6.423108
362236,53.381653,-6.371447
362237,53.377384,-6.345436
362238,53.375289,-6.332516
362240,53.31571,-6.265552
362241,53.390833,-6.429889
362242,53.341937,-6.270916
362243,53.453277,-6.219246
362244,53.341662,-6.231953
362245,53.373295,-6.362194
362246,53.396645,-6.12576
362247,53.38573,-6.373265
362248,53.399426,-6.127818
362249,53.420863,-6.13782
362250,53.420966,-6.137389
362251,53.34475,-6.244333
362255,53.446063,-6.227656
362256,53.447616,-6.221422
362257,53.448515,-6.223827
362258,53.37224,-6.389044
362269,53.364852,-6.318457
362271,53.334368,-6.224921
362273,53.320986,-6.211409
362295,0,0
362327,53.444776,-6.215511
362346,53.30271448,-6.178787792
362350,53.30271448,-6.178787792
362353,53.3090338,-6.196214662
362354,53.3010844,-6.1768905
362355,53.3019993,-6.1786169
362356,53.3022515,-6.1772537
362357,53.29827775,-6.165785801
362358,53.2950392,-6.135644
362365,53.452065,-6.15139
362366,53.288506,-6.11427
362367,53.451659,-6.153885
362369,53.451036,-6.153705
362375,53.372273,-6.3377505
